bee_id,colony_id,body_mass_mg,event_type,mean_energy_J,flower_type,nectar_volume_ul
unmarked501,5,190.5000000000001,buzz,0.03859782005003309,raspberry,0.004613487449653142
unmarked501,5,190.5000000000001,takeoff,0.05129935770309599,raspberry,0.0061316660534640145
unmarked52,5,238.0000000000013,buzz,0.07078627316016381,raspberry,0.00846088153187954
unmarked52,5,238.0000000000013,takeoff,0.08148249899075,raspberry,0.009739370927500806
unmarked56,5,172.0000000000006,buzz,0.06625105537861205,raspberry,0.007918799873135322
unmarked56,5,172.0000000000006,takeoff,0.05319566835738774,raspberry,0.006358326662609246
unmarked57,5,275.5000000000027,buzz,0.04913930749425305,raspberry,0.005873481406864808
unmarked57,5,275.5000000000027,takeoff,0.055124746598419705,raspberry,0.00658890388802932
unmarked59,5,228.50000000000028,buzz,0.10402809150450731,raspberry,0.01243418135908434
unmarked59,5,228.50000000000028,takeoff,0.14673539216355103,raspberry,0.017538863316346655
