bee_id,colony_id,body_mass_mg,event_type,mean_energy_J,flower_type,nectar_uL_per_event,nectar_uL_per_s
unmarked3,3,196.5,takeoff,0.07850658483067244,raspberry,0.009383668387539585,0.006813848953644434
unmarked303,3,224.0000000000002,buzz,0.10305544339221424,raspberry,0.01231792350169301,0.007504279002941818
unmarked303,3,224.0000000000002,takeoff,0.0583990548432507,raspberry,0.006980272622694703,0.006980272622694703
unmarked38,3,168.0000000000028,buzz,0.07270750550409409,raspberry,0.008690520959575211,0.005790655202663728
unmarked38,3,168.0000000000028,takeoff,0.0414808319972838,raspberry,0.004958085652831454,0.004958085652831454
unmarked4,4,160.9999999999942,buzz,0.11092521117265015,raspberry,0.013258574420311265,0.013258574420311265
unmarked4,4,160.9999999999942,takeoff,0.20049161089379725,raspberry,0.0239641909677871,0.012622463779567395
unmarked41,4,223.9999999999966,buzz,0.14208865119486638,raspberry,0.016983451608819474,0.010210226814687588
unmarked41,4,223.9999999999966,takeoff,0.09915339877247242,raspberry,0.011851523226811423,0.009915680838333399
unmarked42,4,154.5000000000005,buzz,0.0794562057645832,raspberry,0.009497173871912698,0.009497173871912698
unmarked42,4,154.5000000000005,takeoff,0.10104823863779323,raspberry,0.012078008036741836,0.009614372245613905
unmarked44,4,197.9999999999968,buzz,0.17584551715596897,raspberry,0.021018313610074817,0.008291212100984872
unmarked44,4,197.9999999999968,takeoff,0.08662350181589475,raspberry,0.0103538603463771,0.00829566991544235
unmarked46,4,167.9999999999992,buzz,0.10081596165993002,raspberry,0.012050244631429665,0.008170582452567847
unmarked46,4,167.9999999999992,takeoff,0.1192153274227664,raspberry,0.014249468393766227,0.009244470619934364
unmarked47,4,225.9999999999955,buzz,0.11493056151966415,raspberry,0.013737322534413557,0.00838571878242695
unmarked47,4,225.9999999999955,takeoff,0.0754079720014569,raspberry,0.00901330002527484,0.00901330002527484
unmarked48,4,112.5000000000007,buzz,0.1670538389806565,raspberry,0.019967469368855587,0.005286186705877947
unmarked48,4,112.5000000000007,takeoff,0.061349096345808984,raspberry,0.007332882677624396,0.005300799760653607
unmarked5,5,255.0000000000025,buzz,0.1432651805497604,raspberry,0.017124078810198104,0.0070470664223069935
unmarked5,5,255.0000000000025,takeoff,0.0504815664356017,raspberry,0.006033917793481192,0.006033917793481192
unmarked50,5,236.50000000000122,buzz,0.0473849166240669,raspberry,0.005663784065126388,0.005663784065126388
unmarked50,5,236.50000000000122,takeoff,0.08285194552804996,raspberry,0.009903056969992703,0.006821250007361419
unmarked501,5,190.5000000000001,buzz,0.03859782005003309,raspberry,0.004613487449653142,0.004186882744561047
unmarked501,5,190.5000000000001,takeoff,0.05129935770309599,raspberry,0.0061316660534640145,0.0051320893445303585
unmarked52,5,238.0000000000013,buzz,0.07078627316016381,raspberry,0.00846088153187954,0.00846088153187954
unmarked52,5,238.0000000000013,takeoff,0.08148249899075,raspberry,0.009739370927500806,0.009739370927500806
unmarked56,5,172.0000000000006,buzz,0.06625105537861205,raspberry,0.007918799873135322,0.0038845358337621836
unmarked56,5,172.0000000000006,takeoff,0.05319566835738774,raspberry,0.006358326662609246,0.004426575711678918
unmarked57,5,275.5000000000027,buzz,0.04913930749425305,raspberry,0.005873481406864808,0.003912774280616007
unmarked57,5,275.5000000000027,takeoff,0.055124746598419705,raspberry,0.00658890388802932,0.004918913192460895
unmarked59,5,228.50000000000028,buzz,0.10402809150450731,raspberry,0.01243418135908434,0.0069184049920037755
unmarked59,5,228.50000000000028,takeoff,0.14673539216355103,raspberry,0.017538863316346655,0.008769431658173326
