laser_key,buzz.number,wav_file,cep.fund.frequency,start_video,stop_video,is_floral_buzz,start_laser,stop_laser
_140749,44,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz44.wav,283.98,380.50948999999997,380.95948999999996,no,377.38,377.83
_140749,46,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz46.wav,363.14,381.09949,382.44948999999997,yes,377.97,379.32
_140749,47,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz47.wav,269.59,382.47949,382.74949,yes,379.35,379.62
_140749,51,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz51.wav,268.5,383.32948999999996,383.45948999999996,no,380.2,380.33
_140749,53,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz53.wav,433.78,384.69948999999997,384.79949,no,381.57,381.67
_140749,58,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz58.wav,385.45,400.75948999999997,401.12949,no,397.63,398
_140749,61,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz61.wav,347.29,410.37949,410.93949,no,407.25,407.81
_140749,69,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz69.wav,312.97,420.89948999999996,421.07948999999996,no,417.77,417.95
_140749,74,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz74.wav,261.95,444.45948999999996,444.82948999999996,no,441.33,441.7
_140749,77,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz77.wav,306.3,451.28949,451.68949,no,448.16,448.56
_140749,78,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz78.wav,443.61,451.78949,452.32948999999996,no,448.66,449.2
_140749,82,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz82.wav,435.31,463.84949,464.04949,no,460.72,460.92
_140749,91,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz91.wav,310.03,490.12949,491.13948999999997,no,487,488.01
_140749,92,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz92.wav,292.25,491.17949,491.29949,no,488.05,488.17
_140749,97,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz97.wav,291.15,501.23949,502.37949,no,498.11,499.25
_140749,99,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz99.wav,273.53,523.8494900000001,525.43949,no,520.72,522.31
_140749,102,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz102.wav,275.15,535.12949,535.38949,no,532,532.26
_140749,104,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz104.wav,309.53,538.7194900000001,539.63949,no,535.59,536.51
_140749,107,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz107.wav,410.24,558.05949,558.15949,no,554.93,555.03
_140749,110,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz110.wav,413.45,558.8194900000001,559.0794900000001,no,555.69,555.95
_140749,114,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz114.wav,364.71,567.62949,567.78949,no,564.5,564.66
_140749,116,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz116.wav,280.79,578.7194900000001,579.78949,no,575.59,576.66
_140749,119,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz119.wav,267.21,587.91949,588.03949,no,584.79,584.91
_140749,120,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz120.wav,413.91,599.90949,600.43949,no,596.78,597.31
_140749,122,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz122.wav,291.26,601.53949,601.80949,no,598.41,598.68
_140749,125,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz125.wav,314.52,602.61949,602.75949,no,599.49,599.63
_140749,126,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz126.wav,288.93,602.85949,603.97949,no,599.73,600.85
_140749,131,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz131.wav,360.49,629.36949,629.4594900000001,no,626.24,626.33
_140749,132,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz132.wav,406.16,629.5694900000001,629.67949,no,626.44,626.55
_140749,133,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz133.wav,339.92,629.75949,629.92949,no,626.63,626.8
_140749,140,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz140.wav,373.82,632.88949,633.03949,no,629.76,629.91
_140749,146,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_140749\_140749_buzz146.wav,250.25,651.53949,652.05949,no,648.41,648.93
_143735,8,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz8.wav,411.46,135.99081,136.19081,no,122.02,122.22
_143735,9,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz9.wav,291.04,136.21081,137.12081,no,122.24,123.15
_143735,10,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz10.wav,435.35,139.65081,139.81081,~,125.68,125.84
_143735,11,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz11.wav,278.75,140.25081,140.59081,no,126.28,126.62
_143735,15,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz15.wav,350.76,155.12081,155.27081,no,141.15,141.3
_143735,16,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz16.wav,337.34,156.59081,156.76081,no,142.62,142.79
_143735,20,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz20.wav,304.8,200.50081,200.68081,no,186.53,186.71
_143735,21,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz21.wav,261.74,205.46081,209.34081,no,191.49,195.37
_143735,22,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz22.wav,320.06,352.13081000000005,352.84081000000003,no,338.16,338.87
_143735,23,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz23.wav,402.27,352.87081,354.64081000000004,no,338.9,340.67
_143735,25,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz25.wav,402.82,354.87081,356.19081000000006,no,340.9,342.22
_143735,27,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz27.wav,430.07,356.44081000000006,356.55081,no,342.47,342.58
_143735,28,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz28.wav,371.6,356.58081000000004,356.83081000000004,no,342.61,342.86
_143735,33,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz33.wav,304.97,369.90081000000004,370.17081,no,355.93,356.2
_143735,35,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz35.wav,371.84,371.04081,371.58081000000004,yes,357.07,357.61
_143735,38,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz38.wav,414,374.28081000000003,374.39081000000004,no,360.31,360.42
_143735,39,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz39.wav,369.52,374.42081,374.53081000000003,no,360.45,360.56
_143735,42,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz42.wav,252.57,395.71081000000004,395.82081000000005,no,381.74,381.85
_143735,44,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz44.wav,303.32,396.86081,397.58081000000004,no,382.89,383.61
_143735,47,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz47.wav,330.24,402.36081,403.51081000000005,yes,388.39,389.54
_143735,48,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz48.wav,285.92,405.12081,405.32081000000005,no,391.15,391.35
_143735,50,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz50.wav,270.34,405.79081,405.88081000000005,no,391.82,391.91
_143735,52,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz52.wav,364.06,406.44081000000006,406.56081,no,392.47,392.59
_143735,54,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz54.wav,266.21,409.84081000000003,410.22081000000003,yes,395.87,396.25
_143735,62,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz62.wav,322.51,419.22081000000003,419.46081000000004,no,405.25,405.49
_143735,65,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz65.wav,333.29,427.02081000000004,427.36081,no,413.05,413.39
_143735,67,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz67.wav,422.92,427.79081,427.91081,no,413.82,413.94
_143735,68,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz68.wav,265.31,429.36081,429.53081000000003,no,415.39,415.56
_143735,74,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz74.wav,292.46,438.47081000000003,439.58081000000004,no,424.5,425.61
_143735,75,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz75.wav,387.88,439.61081,440.27081000000004,no,425.64,426.3
_143735,77,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz77.wav,274.61,440.72081000000003,440.91081,no,426.75,426.94
_143735,79,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz79.wav,349.96,441.49081,442.02081000000004,no,427.52,428.05
_143735,80,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz80.wav,353.51,442.08081000000004,442.44081000000006,no,428.11,428.47
_143735,82,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz82.wav,271.99,442.91081,443.89081000000004,no,428.94,429.92
_143735,83,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz83.wav,341.36,443.92081,444.78081000000003,no,429.95,430.81
_143735,86,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz86.wav,408.74,445.27081000000004,445.42081,no,431.3,431.45
_143735,90,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz90.wav,254.43,447.18081,448.78081000000003,no,433.21,434.81
_143735,92,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz92.wav,389.68,449.94081000000006,450.07081000000005,no,435.97,436.1
_143735,96,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz96.wav,377.77,451.98081,452.36081,no,438.01,438.39
_143735,98,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz98.wav,250.55,453.51081000000005,456.68081,no,439.54,442.71
_143735,99,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz99.wav,407.27,456.71081000000004,457.83081000000004,no,442.74,443.86
_143735,101,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz101.wav,421.91,458.42081,458.84081000000003,no,444.45,444.87
_143735,103,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz103.wav,289.84,459.08081000000004,459.91081,no,445.11,445.94
_143735,108,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz108.wav,294.42,462.71081000000004,463.97081000000003,no,448.74,450
_143735,109,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz109.wav,328.96,464.02081000000004,464.91081,no,450.05,450.94
_143735,110,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz110.wav,293.8,464.94081000000006,468.69081000000006,no,450.97,454.72
_143735,111,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz111.wav,268.33,472.37081,474.48081,no,458.4,460.51
_143735,112,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz112.wav,255.46,477.11081,478.93081,no,463.14,464.96
_143735,116,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_143735\_143735_buzz116.wav,299.22,486.15081000000004,486.25081,no,472.18,472.28
_103712,16,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz16.wav,279.43,160.51045000000002,161.74045,no,144.3,145.53
_103712,17,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz17.wav,373.94,161.98045000000002,162.25045,no,145.77,146.04
_103712,20,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz20.wav,366.19,221.39045000000002,221.61045000000001,no,205.18,205.4
_103712,26,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz26.wav,349.91,310.67044999999996,310.87045,no,294.46,294.66
_103712,28,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz28.wav,252.82,329.83045,330.02045,no,313.62,313.81
_103712,29,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz29.wav,291.41,333.54044999999996,333.67044999999996,no,317.33,317.46
_103712,31,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz31.wav,284.11,344.65045,344.79044999999996,no,328.44,328.58
_103712,37,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz37.wav,415.73,385.58045,385.67044999999996,no,369.37,369.46
_103712,43,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz43.wav,306.5,405.53045,405.75045,no,389.32,389.54
_103712,44,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz44.wav,419.61,406.27045,406.40045,no,390.06,390.19
_103712,45,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz45.wav,271.63,406.93045,407.49044999999995,no,390.72,391.28
_103712,47,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz47.wav,268.87,408.33045,408.49044999999995,no,392.12,392.28
_103712,48,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz48.wav,448.82,413.77045,413.93045,no,397.56,397.72
_103712,55,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz55.wav,340.81,426.84045,426.93045,no,410.63,410.72
_103712,56,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz56.wav,282.68,427.01045,427.96045,no,410.8,411.75
_103712,57,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz57.wav,299.71,427.98044999999996,428.18045,no,411.77,411.97
_103712,58,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz58.wav,445.98,428.21045,428.38045,no,412,412.17
_103712,61,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz61.wav,338.27,429.09045,429.34045,no,412.88,413.13
_103712,63,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_103712\_103712_buzz63.wav,276.75,429.92044999999996,430.13045,no,413.71,413.92
_110551,20,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz20.wav,303.78,435.46668,436.60668000000004,yes,419.27,420.41
_110551,21,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz21.wav,345.23,473.88668,474.28668,yes,457.69,458.09
_110551,22,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz22.wav,262.04,493.17668000000003,493.60668000000004,yes,476.98,477.41
_110551,24,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz24.wav,332.55,508.53668,509.47668,yes,492.34,493.28
_110551,25,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz25.wav,326.65,509.90668,511.12668,yes,493.71,494.93
_110551,31,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz31.wav,389.89,523.99668,524.08668,no,507.8,507.89
_110551,35,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz35.wav,348.42,527.47668,527.7766799999999,yes,511.28,511.58
_110551,36,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz36.wav,350.4,576.56668,576.92668,yes,560.37,560.73
_110551,37,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz37.wav,312.32,578.04668,578.23668,yes,561.85,562.04
_110551,38,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz38.wav,324.33,578.72668,579.99668,yes,562.53,563.8
_110551,39,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz39.wav,346.25,586.24668,586.93668,yes,570.05,570.74
_110551,40,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz40.wav,330.32,590.73668,591.98668,yes,574.54,575.79
_110551,44,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz44.wav,270.28,593.8966800000001,594.29668,no,577.7,578.1
_110551,49,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz49.wav,343.27,601.92668,602.91668,yes,585.73,586.72
_110551,54,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz54.wav,303.9,605.56668,605.68668,no,589.37,589.49
_110551,56,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz56.wav,265.06,606.12668,606.62668,yes,589.93,590.43
_110551,59,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz59.wav,274.94,607.47668,607.69668,yes,591.28,591.5
_110551,60,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz60.wav,388.37,607.83668,608.34668,yes,591.64,592.15
_110551,63,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz63.wav,301.86,609.48668,609.92668,no,593.29,593.73
_110551,65,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz65.wav,339.59,610.41668,610.62668,yes,594.22,594.43
_110551,66,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz66.wav,274.96,611.58668,611.67668,no,595.39,595.48
_110551,67,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz67.wav,253.02,613.69668,613.83668,no,597.5,597.64
_110551,68,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz68.wav,279.9,628.71668,629.08668,yes,612.52,612.89
_110551,69,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz69.wav,340.34,629.73668,630.71668,yes,613.54,614.52
_110551,70,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz70.wav,331.36,633.08668,633.54668,yes,616.89,617.35
_110551,75,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz75.wav,352.58,637.56668,637.94668,yes,621.37,621.75
_110551,90,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz90.wav,338.87,658.56668,659.00668,yes,642.37,642.81
_110551,91,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz91.wav,286.23,666.50668,667.23668,yes,650.31,651.04
_110551,92,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz92.wav,287.24,667.41668,668.0166800000001,yes,651.22,651.82
_110551,93,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz93.wav,327.11,678.60668,679.98668,yes,662.41,663.79
_110551,94,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz94.wav,349.66,681.97668,682.57668,yes,665.78,666.38
_110551,95,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz95.wav,325.39,683.23668,683.73668,yes,667.04,667.54
_110551,96,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz96.wav,297.76,684.42668,684.97668,yes,668.23,668.78
_110551,97,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz97.wav,266.12,685.11668,685.2666800000001,no,668.92,669.07
_110551,98,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz98.wav,366.03,703.36668,703.61668,yes,687.17,687.42
_110551,99,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz99.wav,262.99,705.6366800000001,705.8866800000001,yes,689.44,689.69
_110551,103,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz103.wav,332.96,709.03668,709.60668,yes,692.84,693.41
_110551,108,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz108.wav,277.08,723.58668,724.2666800000001,yes,707.39,708.07
_110551,109,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz109.wav,286.93,734.15668,734.86668,yes,717.96,718.67
_110551,112,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz112.wav,333.34,743.37668,744.31668,yes,727.18,728.12
_110551,113,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz113.wav,268.49,745.42668,745.77668,yes,729.23,729.58
_110551,114,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz114.wav,322.82,750.95668,751.3966800000001,yes,734.76,735.2
_110551,115,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz115.wav,297.19,751.67668,753.04668,yes,735.48,736.85
_110551,120,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz120.wav,305.91,754.71668,756.25668,yes,738.52,740.06
_110551,125,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz125.wav,340.16,759.55668,759.6466800000001,no,743.36,743.45
_110551,128,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz128.wav,284.26,760.45668,760.71668,no,744.26,744.52
_110551,129,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz129.wav,313.91,762.84668,763.61668,yes,746.65,747.42
_110551,134,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz134.wav,297.4,771.91668,772.54668,yes,755.72,756.35
_110551,142,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz142.wav,266.17,786.95668,788.02668,yes,770.76,771.83
_110551,144,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz144.wav,273.42,790.7666800000001,791.7666800000001,yes,774.57,775.57
_110551,149,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz149.wav,357.85,793.55668,793.90668,yes,777.36,777.71
_110551,154,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz154.wav,253.53,796.99668,797.49668,yes,780.8,781.3
_110551,155,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz155.wav,283.38,814.04668,815.0166800000001,yes,797.85,798.82
_110551,156,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz156.wav,330.05,816.95668,817.42668,yes,800.76,801.23
_110551,159,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz159.wav,274.56,819.86668,820.10668,yes,803.67,803.91
_110551,160,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz160.wav,328.72,820.22668,820.66668,yes,804.03,804.47
_110551,162,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz162.wav,435.54,822.25668,822.47668,no,806.06,806.28
_110551,163,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz163.wav,368.13,823.36668,823.49668,yes,807.17,807.3
_110551,165,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz165.wav,297.7,827.35668,828.05668,yes,811.16,811.86
_110551,170,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_110551\_110551_buzz170.wav,271.53,830.44668,831.53668,yes,814.25,815.34
