laser_key,buzz.number,wav_file,cep.fund.frequency,start_video,stop_video,is_floral_buzz,start_laser,stop_laser
_090201,79,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz79.wav,319.93,427.55784,427.74784,yes,422.48,422.67
_090201,80,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz80.wav,262.48,427.99784,428.14784,yes,422.92,423.07
_090201,90,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz90.wav,379.96,447.98784,448.22783999999996,no,442.91,443.15
_090201,94,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz94.wav,272.55,465.65783999999996,465.83783999999997,no,460.58,460.76
_090201,97,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz97.wav,357.59,471.20784,471.30784,no,466.13,466.23
_090201,102,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz102.wav,348.75,500.82784,500.98784,yes,495.75,495.91
_090201,107,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz107.wav,428.02,528.23784,528.50784,no,523.16,523.43
_090201,112,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz112.wav,256.92,541.0378400000001,541.98784,no,535.96,536.91
_090201,113,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz113.wav,293.72,542.05784,542.6578400000001,no,536.98,537.58
_090201,115,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz115.wav,399.62,557.9278400000001,558.0178400000001,no,552.85,552.94
_090201,116,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz116.wav,333.78,558.0478400000001,558.3978400000001,no,552.97,553.32
_090201,122,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz122.wav,320.46,575.71784,575.98784,no,570.64,570.91
_090201,123,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz123.wav,281.46,576.0178400000001,576.43784,no,570.94,571.36
_090201,126,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz126.wav,301.22,596.99784,597.1478400000001,no,591.92,592.07
_090201,127,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz127.wav,324.31,597.5378400000001,598.1778400000001,no,592.46,593.1
_090201,128,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz128.wav,435.2,598.2978400000001,598.5378400000001,no,593.22,593.46
_090201,131,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz131.wav,292.43,612.22784,612.48784,yes,607.15,607.41
_090201,132,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz132.wav,389.72,612.86784,612.96784,yes,607.79,607.89
_090201,133,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz133.wav,340.58,613.8978400000001,614.0178400000001,yes,608.82,608.94
_090201,134,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz134.wav,363.92,617.13784,617.32784,yes,612.06,612.25
_090201,136,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz136.wav,326.01,622.9178400000001,623.36784,yes,617.84,618.29
_090201,137,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz137.wav,328.3,624.81784,624.96784,yes,619.74,619.89
_090201,138,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz138.wav,336.44,625.11784,625.47784,yes,620.04,620.4
_090201,140,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz140.wav,282.34,628.12784,628.23784,no,623.05,623.16
_090201,142,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz142.wav,289.99,631.7978400000001,632.0178400000001,yes,626.72,626.94
_090201,143,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_090201\_090201_buzz143.wav,387.66,632.2878400000001,632.37784,yes,627.21,627.3
_093847,44,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz44.wav,392.96,349.98995,350.19995,yes,345.6,345.81
_093847,48,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz48.wav,293.4,351.92995,352.54995,no,347.54,348.16
_093847,50,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz50.wav,364.07,352.97995,354.43995,no,348.59,350.05
_093847,52,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz52.wav,262.54,354.98995,355.31995,no,350.6,350.93
_093847,53,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz53.wav,267.55,355.33995,356.14995,no,350.95,351.76
_093847,56,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz56.wav,397.56,357.89995,357.99995,no,353.51,353.61
_093847,57,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz57.wav,270.91,359.14995,359.38995,no,354.76,355
_093847,64,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz64.wav,260.33,362.77995,363.87995,no,358.39,359.49
_093847,66,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz66.wav,351.78,364.32995,364.54995,yes,359.94,360.16
_093847,68,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz68.wav,309.97,366.38995,366.52995,no,362,362.14
_093847,69,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz69.wav,274.04,366.82995,367.14995,yes,362.44,362.76
_093847,70,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz70.wav,260.65,367.84995,368.14995,yes,363.46,363.76
_093847,71,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz71.wav,292.74,368.49995,369.48995,no,364.11,365.1
_093847,74,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz74.wav,293.82,377.52995,377.77995,no,373.14,373.39
_093847,81,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz81.wav,283.76,383.38995,384.14995,no,379,379.76
_093847,82,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz82.wav,422.55,389.38995,389.78995,no,385,385.4
_093847,85,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz85.wav,322.78,390.09995,390.68995,yes,385.71,386.3
_093847,87,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz87.wav,329.42,390.97995,391.97995,no,386.59,387.59
_093847,88,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz88.wav,361.81,393.13995,393.24995,no,388.75,388.86
_093847,91,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz91.wav,259.6,398.59995,399.24995,no,394.21,394.86
_093847,93,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz93.wav,290.8,405.27995,405.52995,no,400.89,401.14
_093847,94,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz94.wav,255.75,405.76995,405.94995,~,401.38,401.56
_093847,95,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz95.wav,416.05,407.23995,407.81995,no,402.85,403.43
_093847,96,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz96.wav,310.96,407.84995,408.18995,no,403.46,403.8
_093847,99,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz99.wav,287.64,410.76995,411.19995,no,406.38,406.81
_093847,104,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz104.wav,313.29,416.49995,417.44995,no,412.11,413.06
_093847,105,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz105.wav,318.47,421.69995,421.99995,no,417.31,417.61
_093847,106,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz106.wav,335.85,423.00995,424.31995,no,418.62,419.93
_093847,110,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz110.wav,280.19,431.37995,432.91995,no,426.99,428.53
_093847,116,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz116.wav,364.05,437.16995,437.26995,no,432.78,432.88
_093847,119,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz119.wav,417.87,442.75995,442.95995,no,438.37,438.57
_093847,122,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_093847\_093847_buzz122.wav,301.17,452.72995,453.18995,no,448.34,448.8
_102350,17,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz17.wav,331.55,356.92622,357.05622,no,328.56,328.69
_102350,19,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz19.wav,266.73,359.26622,360.27622,yes,330.9,331.91
_102350,22,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz22.wav,337.63,362.11622,363.04622,no,333.75,334.68
_102350,25,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz25.wav,345.22,366.39621999999997,366.50622,no,338.03,338.14
_102350,27,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz27.wav,261.68,373.05622,373.90622,yes,344.69,345.54
_102350,28,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz28.wav,262.64,374.59622,375.09622,yes,346.23,346.73
_102350,37,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz37.wav,317.53,379.97622,382.29622,no,351.61,353.93
_102350,38,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz38.wav,256.18,382.34622,382.60622,no,353.98,354.24
_102350,40,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz40.wav,253.14,393.69622,395.66622,yes,365.33,367.3
_102350,41,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz41.wav,252.98,395.74622,398.12622,yes,367.38,369.76
_102350,43,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz43.wav,322.17,398.34622,398.47622,no,369.98,370.11
_102350,48,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz48.wav,367.99,414.28622,414.40622,no,385.92,386.04
_102350,53,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz53.wav,260.9,419.65622,419.85622,no,391.29,391.49
_102350,55,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz55.wav,430.96,420.66622,420.76622,no,392.3,392.4
_102350,60,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz60.wav,390.28,425.39621999999997,426.31622,no,397.03,397.95
_102350,61,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz61.wav,420.06,427.98622,428.14621999999997,no,399.62,399.78
_102350,62,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz62.wav,384.82,428.35622,428.81622,no,399.99,400.45
_102350,68,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz68.wav,267.78,438.63622,441.01622,no,410.27,412.65
_102350,71,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz71.wav,288.51,454.45622,454.55622,no,426.09,426.19
_102350,73,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_102350\_102350_buzz73.wav,284.63,460.99622,461.45622,no,432.63,433.09
_104858,42,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz42.wav,371.22,316.60102,316.69102,no,312.61,312.7
_104858,43,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz43.wav,278.34,316.99102,318.09102,no,313,314.1
_104858,44,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz44.wav,390.81,318.34102,318.42102,yes,314.35,314.43
_104858,45,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz45.wav,318.85,318.45101999999997,319.24102,yes,314.46,315.25
_104858,53,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz53.wav,305.89,325.80102,325.95101999999997,no,321.81,321.96
_104858,57,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz57.wav,289.71,328.07102,328.24102,no,324.08,324.25
_104858,58,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz58.wav,313.36,328.40102,328.81102,yes,324.41,324.82
_104858,71,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz71.wav,371.69,340.62102,340.90102,no,336.63,336.91
_104858,80,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz80.wav,292.43,349.32102,349.75102,no,345.33,345.76
_104858,96,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz96.wav,326.26,373.70101999999997,374.15102,no,369.71,370.16
_104858,114,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_104858\_104858_buzz114.wav,281.02,406.54102,407.05102,no,402.55,403.06
_111333,37,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz37.wav,306.35,351.01637999999997,351.27637999999996,?,343.82,344.08
_111333,38,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz38.wav,280.97,351.96637999999996,352.25638,yes,344.77,345.06
_111333,42,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz42.wav,274.34,360.11638,360.71637999999996,yes,352.92,353.52
_111333,43,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz43.wav,312.82,361.70637999999997,362.15637999999996,yes,354.51,354.96
_111333,44,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz44.wav,296.26,362.17638,362.40637999999996,yes,354.98,355.21
_111333,50,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz50.wav,370.23,394.10638,394.21637999999996,yes,386.91,387.02
_111333,54,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz54.wav,278.85,404.02637999999996,404.75638,yes,396.83,397.56
_111333,56,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz56.wav,291.7,414.61638,415.49638,yes,407.42,408.3
_111333,57,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz57.wav,301.67,418.31638,418.42638,yes,411.12,411.23
_111333,58,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz58.wav,291.53,418.45637999999997,419.34637999999995,yes,411.26,412.15
_111333,61,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz61.wav,356.18,424.31638,424.55638,yes,417.12,417.36
_111333,64,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz64.wav,265.97,428.76637999999997,428.96637999999996,yes,421.57,421.77
_111333,65,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz65.wav,356.72,431.46637999999996,431.57638,no,424.27,424.38
_111333,67,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz67.wav,443.71,436.27637999999996,436.44638,no,429.08,429.25
_111333,72,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz72.wav,312.68,440.22637999999995,440.57638,yes,433.03,433.38
_111333,73,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz73.wav,345.14,440.74638,441.31638,yes,433.55,434.12
_111333,79,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz79.wav,281.18,445.57638,445.97637999999995,yes,438.38,438.78
_111333,81,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz81.wav,379.52,449.61638,449.74638,yes,442.42,442.55
_111333,82,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz82.wav,314.85,449.76637999999997,450.14637999999997,yes,442.57,442.95
_111333,83,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz83.wav,365.71,450.16638,450.25638,yes,442.97,443.06
_111333,84,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz84.wav,329.24,450.40637999999996,450.61638,yes,443.21,443.42
_111333,85,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz85.wav,309.07,451.30638,451.84637999999995,yes,444.11,444.65
_111333,86,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz86.wav,374.74,455.90637999999996,456.00638,yes,448.71,448.81
_111333,88,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz88.wav,358.32,456.15637999999996,456.31638,yes,448.96,449.12
_111333,89,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz89.wav,274.35,456.34637999999995,456.89637999999997,yes,449.15,449.7
_111333,90,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz90.wav,364.93,459.37638,459.71637999999996,yes,452.18,452.52
_111333,91,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz91.wav,345.42,460.30638,460.61638,yes,453.11,453.42
_111333,93,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz93.wav,337.44,463.00638,463.37638,yes,455.81,456.18
_111333,97,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz97.wav,343.84,466.92638,467.20637999999997,yes,459.73,460.01
_111333,101,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz101.wav,310.2,471.09637999999995,471.60638,yes,463.9,464.41
_111333,102,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz102.wav,372.49,473.65637999999996,473.77637999999996,yes,466.46,466.58
_111333,105,C:\Users\labadmin\Documents\Uppsala analyses\floral_buzz_clips_from_txt\_111333\_111333_buzz105.wav,280.46,475.36638,475.56638,yes,468.17,468.37
